talk_id,title,description,speaker,recorded_date,published_date,event,duration,topic_names,views,files
5153,What brands can learn from online dating,"On dating sites like Tinder and Hinge, users average 3-5 seconds reviewing a profile before swiping left or right. In a generation raised on 140 characters or less, brand expert Sarah Willersdorf proposes that marketing has a lot to learn from online daters. With the common goal to elicit an emotional response through a carefully communicated first impression, Sarah reviews the three key lessons companies can learn from these experienced and bountiful self-branders.",Sarah Willersdorf,2015-06-30,2017-12-01T17:20:07Z,TED@BCG London,664,"technology,business,marketing",63742,
5154,We need to turn our response to crisis inside out,"During the peak of the Ebola crisis, the recovery process in Africa was not going according to plan. Failure after sobering failure forced health consultant Shalini Unnikrishnan to recognize that they had approached the crisis from the wrong direction. In this impassioned talk, she urges the response to the next pandemic to be centered on the people it impacts rather than the virus that spreads the disease. She advocates for a new approach that will infuse scientific procedures with the emotion, tradition and belief that are inextricably intertwined when crises are both global and local at once. ",Shalini Unnikrishnan,2015-06-30,2017-12-01T17:22:17Z,TED@BCG London,601,"health,humanity,illness,virus,ebola,international development",20599,
5155,"Family businesses are here to stay, and thrive","What do Wal-Mart, Mars and Newscorp have in common? They're family businesses. Vikram Bhalla analyzes the unique strengths and weaknesses of family businesses today, contrasting them with the humble mom-and-pop store the term usually brings to mind. Vikram's research reveals that family businesses in emerging economies are the fastest-growing and most ambitious breed of companies in the world. He maps out some valuable lessons that these successful ventures can share for both family and traditional companies.",Vikram Bhalla,2015-06-30,2017-12-01T17:24:22Z,TED@BCG London,817,"business,economics,family",70356,
5145,An alternative to GDP that factors in our wellbeing,"Most economists agree that GDP, the most widely used measure of a country's success and growth, is a poor indicator of the overall wellbeing of a nation. Doug Beal created an alternative index that measures not just wealth but wellbeing. The new gauge takes into account such factors as income equality, sustainability and education. Beal shares insights on the development of the index and reveals how it offers a new perspective on which countries are the real winners and losers in the global economy.",Douglas Beal,2015-06-30,2017-12-01T16:03:43Z,TED@BCG London,692,"economics,government,international development",45386,
2324,The way we think about work is broken,"What makes work satisfying? Apart from a paycheck, there are intangible values that, Barry Schwartz suggests, our current way of thinking about work simply ignores. It's time to stop thinking of workers as cogs on a wheel.",Barry Schwartz,2014-03-19,2015-09-08T15:46:37Z,TED2014,472,"science,business,economics,psychology,happiness,work,TED Books",3940977,
2325,What really matters at the end of life,"At the end of our lives, what do we most wish for? For many, it's simply comfort, respect, love. BJ Miller is a hospice and palliative medicine physician who thinks deeply about how to create a dignified, graceful end of life for his patients. Take the time to savor this moving talk, which asks big questions about how we think on death and honor life.",BJ Miller,2015-03-20,2015-09-10T14:59:01Z,TED2015,1138,"global issues,death,health,health care,medicine",17513028,
2327,This tennis icon paved the way for women in sports,"Tennis legend Billie Jean King isn't just a pioneer of women's tennis -- she's a pioneer for women getting paid. In this freewheeling conversation, she talks about identity, the role of sports in social justice and the famous Battle of the Sexes match against Bobby Riggs.",Billie Jean King,2015-05-28,2015-09-11T15:26:56Z,TEDWomen 2015,955,"interview,social change,gender,sports,women,feminism,equality,LGBTQIA+",1101378,
2326,How fear drives American politics,"Does it seem like Washington has no new ideas? Instead of looking to build the future, it sometimes feels like the US political establishment happily retreats into fear and willful ignorance. Journalist David Rothkopf lays out a few of the major issues that US leadership is failing to address -- from cybercrime to world-shaking new tech to the reality of modern total war -- and calls for a new vision that sets fear aside.",David Rothkopf,2015-03-16,2015-09-14T15:32:00Z,TED2015,1070,"global issues,politics,terrorism,war,United States,TED Books,democracy,fear,government,international relations",1336897,
2328,The story we tell about poverty isn't true,"As a global community, we all want to end poverty. Mia Birdsong suggests a great place to start: Let's honor the skills, drive and initiative that poor people bring to the struggle every day. She asks us to look again at people in poverty: They may be broke — but they're not broken.",Mia Birdsong,2015-05-29,2015-09-15T15:24:12Z,TEDWomen 2015,907,"economics,community,activism,poverty,equality",2085116,
24254,The mathematical secrets of Pascal's triangle,"Pascal's triangle, which at first may just look like a neatly arranged stack of numbers, is actually a mathematical treasure trove. But what about it has so intrigued mathematicians the world over? Wajdi Mohamed Ratemi shows how Pascal's triangle is full of patterns and secrets. [Directed by Henrik Malmgren, narrated by Addison Anderson, music by Henrik Malmgren].",Wajdi Mohamed Ratemi,2015-09-15,2019-03-15T17:10:06Z,TED-Ed,274,"education,math,TED-Ed,teaching,animation",3037496,
2329,Why gender equality is good for everyone — men included,"Yes, we all know it's the right thing to do. But Michael Kimmel makes the surprising, funny, practical case for treating men and women equally in the workplace and at home. It's not a zero-sum game, but a win-win that will result in more opportunity and more happiness for everybody.",Michael Kimmel,2015-05-29,2015-09-16T14:38:21Z,TEDWomen 2015,948,"gender,activism,women,equality",2930563,
2330,Falling in love is the easy part,"Did you know you can fall in love with anyone just by asking them 36 questions? Mandy Len Catron tried this experiment, it worked, and she wrote a viral article about it (that your mom probably sent you). But ... is that real love? Did it last? And what's the difference between falling in love and staying in love?",Mandy Len Catron,2015-08-20,2015-09-17T15:28:32Z,TEDxChapmanU,823,"media,love,writing,TEDx",4384953,
24255,What makes the Great Wall of China so extraordinary,"The Great Wall of China is a 13,000-mile dragon of earth and stone that winds its way through the countryside of China. As it turns out, the wall's history is almost as long and serpentine as its structure. Megan Campisi and Pen-Pen Chen detail the building and subsequent decay of this massive, impressive wall. [Directed by Steff Lee, narrated by Pen-Pen Chen, music by Gav Cantrell].",Megan Campisi and Pen-Pen Chen,2015-09-17,2019-04-01T18:38:10Z,TED-Ed,254,"culture,technology,design,engineering,invention,architecture,innovation,history,anthropology,Asia,china,ancient world,TED-Ed,animation",6513982,
2332,How to find work you love,"Scott Dinsmore quit a job that made him miserable, and spent the next four years wondering how to find work that was joyful and meaningful. He shares what he learned in this deceptively simple talk about finding out what matters to you — and then getting started doing it.",Scott Dinsmore,2012-10-10,2015-09-18T15:03:12Z,TEDxGoldenGatePark 2012,1057,"business,entrepreneur,happiness,work,TEDx,work-life balance",7696338,
2337,How I stopped the Taliban from shutting down my school,"When the Taliban closed all the girls' schools in Afghanistan, Sakena Yacoobi set up new schools, in secret, educating thousands of women and men. In this fierce, funny talk, she tells the jaw-dropping story of two times when she was threatened to stop teaching -- and shares her vision for rebuilding her beloved country.",Sakena Yacoobi,2015-05-28,2015-09-21T15:42:30Z,TEDWomen 2015,1014,"education,activism,women,Middle East,equality",1657802,
24232,Where did English come from?,"When we talk about 'English', we often think of it as a single language. But what do the dialects spoken in dozens of countries around the world have in common with each other, or with the writings of Chaucer? Claire Bowern traces the language from the present day back to its ancient roots, showing how English has evolved through generations of speakers. [Directed by Patrick Smith, narrated by Addison Anderson].",Claire Bowern,2015-07-16,2019-05-15T19:00:26Z,TED-Ed,278,"culture,history,anthropology,language,literature,writing,ancient world,TED-Ed,animation",5815693,
2301,What we learn from insects' sex lives,"In this enlightening, funny talk, Marlene Zuk shares just some of the ways that insects are truly astonishing -- and not least for the creative ways they have sex.",Marlene Zuk,2015-05-28,2015-07-17T15:00:41Z,TEDWomen 2015,708,"science,animals,gender,biology,biodiversity,insects,humor,sex",1605167,
2302,When online shaming goes too far,"Twitter gives a voice to the voiceless, a way to speak up and hit back at perceived injustice. But sometimes, says Jon Ronson, things go too far. In a jaw-dropping story of how one un-funny tweet ruined a woman's life and career, Ronson shows how online commenters can end up behaving like a baying mob -- and says it's time to rethink how we interact online.",Jon Ronson,2015-06-16,2015-07-20T14:59:45Z,TEDGlobalLondon,1021,"culture,technology,humanity,society,social media",4512762,
2298,What my religion really says about women,"Strong faith is a core part of Alaa Murabit's identity -- but when she moved from Canada to Libya as a young woman, she was surprised how the tenets of Islam were used to severely limit women's rights, independence and ability to lead. She wondered: Was this really religious doctrine? With humor, passion and a refreshingly rebellious spirt, she shares how she found examples of female leaders across the history of her faith — and how she speaks up for women using verses from the Koran.",Alaa Murabit,2015-05-29,2015-07-21T15:32:57Z,TEDWomen 2015,723,"gender,religion,women",5439659,
2305,The nerd's guide to learning everything online,"Some of us learn best in the classroom, and some of us ... well, we don't. But we still love to learn -- we just need to find the way that works for us. In this charming, personal talk, author John Green shares the community of learning that he found in online video.",John Green,2012-11-19,2015-07-22T15:14:22Z,TEDxIndianapolis,1080,"education,community,TEDx,Internet",5238013,
2304,Street art with a message of hope and peace,"What does this gorgeous street art say? It's Arabic poetry, inspired by bold graffiti and placed where a message of hope and peace can do the most good. In this quietly passionate talk, artist and TED Fellow eL Seed describes his ambition: to create art so beautiful it needs no translation.",eL Seed,2015-03-16,2015-07-23T14:58:17Z,TED2015,329,"culture,art,community,poetry,language,TED Fellows,street art",1718104,
2307,What explains the rise of humans?,"Seventy thousand years ago, our human ancestors were insignificant animals, just minding their own business in a corner of Africa with all the other animals. But now, few would disagree that humans dominate planet Earth; we've spread to every continent, and our actions determine the fate of other animals (and possibly Earth itself). How did we get from there to here? Historian Yuval Noah Harari suggests a surprising reason for the rise of humanity.",Yuval Noah Harari,2015-06-12,2015-07-24T15:16:16Z,TEDGlobalLondon,1018,"evolution,history,storytelling,humanity",9612316,
24238,The benefits of good posture,"Has anyone ever told you, ""Stand up straight!"" or scolded you for slouching at a family dinner? Comments like that might be annoying—but they're not wrong. Your posture is the foundation for every movement your body makes and can determine how well your body adapts to the stresses on it. Murat Dalkilinç gives the pros of good posture. [Directed by Nadav Arbel, narrated by Addison Anderson].",Murat Dalkilinç,2015-07-30,2019-03-08T19:13:46Z,TED-Ed,251,"technology,design,health,health care,public health,TED-Ed,animation,human body",15301648,
2309,The surprising way groups like ISIS stay in power,"ISIS, Hezbollah, Hamas. These three very different groups are known for violence — but that’s only a portion of what they do, says policy analyst Benedetta Berti. They also attempt to win over populations with social work: setting up schools and hospitals, offering safety and security, and filling the gaps left by weak governments. Understanding the broader work of these groups suggests new strategies for ending the violence.",Benedetta Berti,2015-03-17,2015-08-10T14:57:21Z,TED2015,328,"global issues,politics,terrorism,violence,TED Fellows,Middle East",2290975,
2308,My road trip through the whitest towns in America,"As America becomes more and more multicultural, Rich Benjamin noticed a phenomenon: Some communities were actually getting less diverse. So he got out a map, found the whitest towns in the USA -- and moved in. In this funny, honest, human talk, he shares what he learned as a black man in Whitopia.",Rich Benjamin,2015-05-28,2015-08-11T14:59:58Z,TEDWomen 2015,771,"culture,race,United States",2866411,
24240,Who am I? A philosophical inquiry,"Throughout the history of mankind, the subject of identity has sent poets to the blank page, philosophers to the agora and seekers to the oracles. These murky waters of abstract thinking are tricky to navigate, so it's probably fitting that to demonstrate the complexity, the Greek historian Plutarch used the story of a ship. Amy Adkins illuminates Plutarch's Ship of Theseus. [Directed by Stretch Films, Inc., narrated by Addison Anderson].",Amy Adkins,2015-08-11,2019-04-05T19:58:18Z,TED-Ed,283,"psychology,history,philosophy,self,literature,identity,TED-Ed,animation",3777344,
2306,A secret memorial for civilian casualties,"In the fog of war, civilian casualties often go uncounted. Artist Matt Kenyon, whose recent work memorialized the names and stories of US soldiers killed in the Iraq war, decided he should create a companion monument, to the Iraqi civilians caught in the war's crossfire. Learn how he built a secret monument to place these names in the official record.",Matt Kenyon,2015-03-17,2015-08-13T15:07:13Z,TED2015,381,"art,war,TED Fellows",878368,
2313,Could we cure HIV with lasers?,"Swallowing pills to get medication is a quick, painless and often not entirely effective way of treating disease. A potentially better way? Lasers. In this passionate talk, TED Fellow Patience Mthunzi explains her idea to use lasers to deliver drugs directly to cells infected with HIV. It's early days yet, but could a cure be on the horizon?",Patience Mthunzi,2015-03-18,2015-08-14T15:04:29Z,TED2015,255,"science,innovation,health,health care,biology,medicine,AIDS,medical research,drugs",1308444,
2310,How I learned to communicate my inner life with Asperger's,"Alix Generous is a young woman with a million and one ideas -- she's done award-winning science, helped develop new technology and tells a darn good joke (you'll see). She has Asperger's, a form of autistic spectrum disorder that can impair the basic social skills required for communication, and she's worked hard for years to learn how to share her thoughts with the world. In this funny, personal talk, she shares her story -- and her vision for tools to help more people communicate their big ideas.",Alix Generous,2015-06-12,2015-08-17T15:18:51Z,TEDWomen 2015,617,"science,social change,communication,mental health,empathy,identity,neuroscience,sleep,Autism spectrum disorder",2150948,
2296,A visual history of human knowledge,"How does knowledge grow? Sometimes it begins with one insight and grows into many branches; other times it grows as a complex and interconnected network. Infographics expert Manuel Lima explores the thousand-year history of mapping data -- from languages to dynasties -- using trees and networks of information. It's a fascinating history of visualizations, and a look into humanity's urge to map what we know.",Manuel Lima,2015-03-13,2015-08-18T15:34:34Z,TED2015,759,"design,art,visualizations,data",2060966,
2315,"How young blood might help reverse aging. Yes, really","Tony Wyss-Coray studies the impact of aging on the human body and brain. In this eye-opening talk, he shares new research from his Stanford lab and other teams which shows that a solution for some of the less great aspects of old age might actually lie within us all.",Tony Wyss-Coray,2015-06-16,2015-08-19T15:09:11Z,TEDGlobalLondon,805,"science,memory,innovation,disease,biology,aging,medicine,brain,neuroscience,medical research,youth,bioethics",1895866,
2260,The search for planets beyond our solar system,"Every star we see in the sky has at least one planet orbiting it, says astronomer Sara Seager. So what do we know about these exoplanets, and how can we find out more? Seager introduces her favorite set of exoplanets and shows new technology that can help collect information about them -- and even help us look for exoplanets with life.",Sara Seager,2015-03-18,2015-05-28T15:21:08Z,TED2015,965,"science,astronomy,universe,exploration,Planets,space,data,ecology,solar system,telescopes,astrobiology",1583388,
2264,Gorgeous portraits of the world's vanishing people,"When Jimmy Nelson traveled to Siberia to photograph the Chukchi people, elders told him: ""You cannot photograph us. You have to wait, you have to wait until you get to know us, you have to wait until you understand us."" In this gorgeously photo-filled talk, join Nelson's quest to understand -- the world, other people, himself -- by making astonishing portraits of the world's vanishing tribes and cultures.",Jimmy Nelson,2014-10-09,2015-05-29T15:27:28Z,TEDGlobal 2014,1029,"culture,photography,indigenous peoples",1718123,
2272,The single biggest reason why start-ups succeed,"Bill Gross has founded a lot of start-ups, and incubated many others -- and he got curious about why some succeeded and others failed. So he gathered data from hundreds of companies, his own and other people's, and ranked each company on five key factors. He found one factor that stands out from the others -- and surprised even him.",Bill Gross,2015-03-19,2015-06-01T15:13:45Z,TED2015,390,"technology,business,creativity",11109816,
2265,The surprisingly logical minds of babies,"How do babies learn so much from so little so quickly? In a fun, experiment-filled talk, cognitive scientist Laura Schulz shows how our young ones make decisions with a surprisingly strong sense of logic, well before they can talk.",Laura Schulz,2015-03-10,2015-06-02T14:58:09Z,TED2015,1209,"science,education,cognitive science,brain,data,youth,behavioral economics,human body,kids",2108849,
2274,The first secret of design is ... noticing,"As human beings, we get used to ""the way things are"" really fast. But for designers, the way things are is an opportunity ... Could things be better? How? In this funny, breezy talk, the man behind the iPod and the Nest thermostat shares some of his tips for noticing -- and driving -- change.",Tony Fadell,2015-03-25,2015-06-03T14:59:03Z,TED2015,991,"technology,design,product design",3935671,
2263,How this FBI strategy is actually creating US-based terrorists,"There's an organization responsible for more terrorism plots in the United States than al-Qaeda, al-Shabaab and ISIS combined: The FBI. How? Why? In an eye-opening talk, investigative journalist Trevor Aaronson reveals a disturbing FBI practice that breeds terrorist plots by exploiting Muslim-Americans with mental health problems.",Trevor Aaronson,2015-03-16,2015-06-04T15:12:00Z,TED2015,553,"terrorism,United States,violence,TED Fellows,government,surveillance,encryption",1385598,
2276,"How to fix a broken school? Lead fearlessly, love hard","On Linda Cliatt-Wayman's first day as principal at a failing high school in North Philadelphia, she was determined to lay down the law. But she soon realized the job was more complex than she thought. With palpable passion, she shares the three principles that helped her turn around three schools labeled ""low-performing and persistently dangerous."" Her fearless determination to lead -- and to love the students, no matter what -- is a model for leaders in all fields.",Linda Cliatt-Wayman,2015-05-29,2015-06-05T15:11:01Z,TEDWomen 2015,1018,"education,leadership,poverty,teaching",2490261,
2256,This is what it's like to go undercover in North Korea,"For six months, Suki Kim worked as an English teacher at an elite school for North Korea's future leaders -- while writing a book on one of the world's most repressive regimes. As she helped her students grapple with concepts like ""truth"" and ""critical thinking,"" she came to wonder: Was teaching these students to seek the truth putting them in peril? (This talk was part of a session at TED2015 guest-curated by Pop-Up Magazine: popupmagazine.com or @popupmag on Twitter.)",Suki Kim,2015-03-18,2015-06-08T15:10:48Z,TED2015,743,politics,5809108,
2278,"One woman, five characters, and a sex lesson from the future","In this performance, Sarah Jones brings you to the front row of a classroom in the future, as a teacher plugs in different personas from the year 2016 to show their varied perspectives on sex work. As she changes props, Jones embodies an elderly homemaker, a “sex work studies” major, an escort, a nun-turned-prostitute and a guy at a strip club for his bachelor party. It’s an intriguing look at a taboo topic, that flips cultural norms around sex inside out.",Sarah Jones,2015-03-19,2015-06-09T14:58:12Z,TED2015,1518,"culture,performance,future,humor,sex",1829275,
2277,Do we see reality as it is?,"Cognitive scientist Donald Hoffman is trying to answer a big question: Do we experience the world as it really is ... or as we need it to be? In this ever so slightly mind-blowing talk, he ponders how our minds construct reality for us.",Donald Hoffman,2015-03-18,2015-06-11T15:37:45Z,TED2015,1300,"science,memory,animals,cognitive science,evolution,biology,brain,consciousness,neuroscience,sight",5089840,
2281,A powerful poem about what it feels like to be transgender,"""I was the mystery of an anatomy, a question asked but not answered,"" says poet Lee Mokobe, a TED Fellow, in this gripping and poetic exploration of identity and transition. It's a thoughtful reflection on bodies, and the meanings poured into them.",Lee Mokobe,2015-05-28,2015-06-12T15:14:30Z,TEDWomen 2015,251,"gender,poetry,spoken word,TED Fellows,Transgender",1739887,
2279,This app knows how you feel -- from the look on your face,"Our emotions influence every aspect of our lives -- how we learn, how we communicate, how we make decisions. Yet they're absent from our digital lives; the devices and apps we interact with have no way of knowing how we feel. Scientist Rana el Kaliouby aims to change that. She demos a powerful new technology that reads your facial expressions and matches them to corresponding emotions. This ""emotion engine"" has big implications, she says, and could change not just how we interact with machines -- but with each other.",Rana el Kaliouby,2015-05-28,2015-06-15T15:46:39Z,TEDWomen 2015,654,"technology,computers,psychology,compassion,emotions",1811304,
24219,"Football physics: The ""impossible"" free kick","In 1997, Brazilian football player Roberto Carlos set up for a 35 meter free kick with no direct line to the goal. Carlos's shot sent the ball flying wide of the players, but just before going out of bounds it hooked to the left and soared into the net. How did he do it? Erez Garty describes the physics behind one of the most magnificent goals in the history of football. [Directed by TOGETHER, narrated by Addison Anderson, music by Nick Sewell].",Erez Garty,2015-06-15,2019-03-15T17:09:28Z,TED-Ed,197,"science,health,physics,sports,TED-Ed,animation,exercise",4097371,
2283,Forget the pecking order at work,"Organizations are often run according to ""the superchicken model,"" where the value is placed on star employees who outperform others. And yet, this isn't what drives the most high-achieving teams. Business leader Margaret Heffernan observes that it is social cohesion — built every coffee break, every time one team member asks another for help — that leads over time to great results. It's a radical rethink of what drives us to do our best work, and what it means to be a leader. Because as Heffernan points out: ""Companies don't have ideas. Only people do.""",Margaret Heffernan,2015-05-28,2015-06-16T14:39:58Z,TEDWomen 2015,937,"business,leadership,work,TED Books",4296984,
24220,Can you solve the famously difficult green-eyed logic puzzle?,"One hundred green-eyed logicians have been imprisoned on an island by a mad dictator. Their only hope for freedom lies in the answer to one famously difficult logic puzzle. Can you solve it? Alex Gendler walks us through this green-eyed riddle. [Directed by Artrake Studio, narrated by Addison Anderson].",Alex Gendler,2015-06-16,2019-02-22T19:05:16Z,TED-Ed,267,"psychology,philosophy,sociology,TED-Ed,animation",15105750,
2286,The forgotten history of autism,"Decades ago, few pediatricians had heard of autism. In 1975, 1 in 5,000 kids was estimated to have it. Today, 1 in 68 is on the autism spectrum. What caused this steep rise? Steve Silberman points to “a perfect storm of autism awareness” — a pair of psychologists with an accepting view, an unexpected pop culture moment and a new clinical test. But to really understand, we have to go back further to an Austrian doctor by the name of Hans Asperger, who published a pioneering paper in 1944. Because it was buried in time, autism has been shrouded in misunderstanding ever since. (This talk was part of a TED2015 session curated by Pop-Up Magazine: popupmagazine.com or @popupmag on Twitter.)",Steve Silberman,2015-03-18,2015-06-17T14:59:45Z,TED2015,818,"culture,cognitive science,history,Autism spectrum disorder",1966930,
2234,Why we need to rethink capitalism,"Paul Tudor Jones II loves capitalism. It's a system that has done him very well over the last few decades. Nonetheless, the hedge fund manager and philanthropist is concerned that a laser focus on profits is, as he puts it, ""threatening the very underpinnings of society."" In this thoughtful, passionate talk, he outlines his planned counter-offensive, which centers on the concept of ""justness.""",Paul Tudor Jones II,2015-03-17,2015-04-16T15:07:54Z,TED2015,581,"philanthropy,money,investing",2100252,
2235,How Mars might hold the secret to the origin of life,"While we like to imagine little green men, it's far more likely that life on other planets will be microbial. Planetary scientist Nathalie Cabrol takes us inside the search for microbes on Mars, a hunt which counterintuitively leads us to the remote lakes of the Andes mountains. This extreme environment — with its thin atmosphere and scorched land — approximates the surface of Mars about 3.5 billion years ago. How microbes adapt to survive here may just show us where to look on Mars — and could help us understand why some microbial pathways lead to civilization while others are a dead end.",Nathalie Cabrol,2015-03-17,2015-04-17T14:53:54Z,TED2015,952,"exploration,Planets,space,microbiology,solar system,Mars,astrobiology",1339509,
2239,The hidden reason for poverty the world needs to address now,"Collective compassion has meant an overall decrease in global poverty since the 1980s, says civil rights lawyer Gary Haugen. Yet for all the world's aid money, there's a pervasive hidden problem keeping poverty alive. Haugen reveals the dark underlying cause we must recognize and act on now.",Gary Haugen,2015-03-17,2015-04-20T15:16:10Z,TED2015,1316,"poverty,violence,justice system,equality",2016883,
2237,"How I fell in love with quasars, blazars and our incredible universe","Jedidah Isler first fell in love with the night sky as a little girl. Now she's an astrophysicist who studies supermassive hyperactive black holes. In a charming talk, she takes us trillions of kilometers from Earth to introduce us to objects that can be 1 to 10 billion times the mass of the sun — and which shoot powerful jet streams of particles in our direction.",Jedidah Isler,2015-03-17,2015-04-21T15:07:41Z,TED2015,249,"science,astronomy,universe,physics,space,math,dark matter,TED Fellows,telescopes",1660049,
2756,What really happens to the plastic you throw away?,"We've all been told that we should recycle plastic bottles and containers. But what actually happens to the plastic if we just throw it away? Emma Bryce traces the life cycles of three different plastic bottles, shedding light on the dangers these disposables present to our world. [Directed by Sharon Colman, narrated by Addison Anderson, music by Peter Gosling].",Emma Bryce,2015-04-21,2017-09-07T20:33:40Z,TED-Ed,232,"climate change,environment,global issues,science,sustainability,nature,water,plastic,TED-Ed,natural resources,animation,ocean",6085749,
2228,How virtual reality can create the ultimate empathy machine,"Chris Milk uses cutting edge technology to produce astonishing films that delight and enchant. But for Milk, the human story is the driving force behind everything he does. In this short, charming talk, he shows some of his collaborations with musicians including Kanye West and Arcade Fire, and describes his latest, mind-bending experiments with virtual reality. (This talk was part of a session at TED2015 guest-curated by Pop-Up Magazine: popupmagazine.com or @popupmag on Twitter.)",Chris Milk,2015-03-18,2015-04-22T14:59:43Z,TED2015,615,"technology,entertainment,innovation,storytelling,film,humanity,virtual reality",1695018,
2240,How to raise a Black son in America,"As kids, we all get advice from parents and teachers that seems strange, even confusing. This was crystallized one night for a young Clint Smith, who was playing with water guns in a dark parking lot with his white friends. In a heartfelt piece, the poet paints the scene of his father's furious and fearful response.",Clint Smith,2015-03-10,2015-04-23T15:00:55Z,TED2015,303,"social change,poetry,race,spoken word,equality",4101128,
24199,How to unboil an egg,"It's so obvious that it's practically proverbial: you can't unboil an egg. But actually, it turns out that you can -- sort of. Eleanor Nelsen explains the process by which mechanical energy can undo what thermal energy has done. [Directed by Província Studio, narrated by Addison Anderson].",Eleanor Nelsen,2015-04-23,2019-03-08T19:13:07Z,TED-Ed,235,"science,food,physics,energy,TED-Ed,animation",4711803,
2238,How we unearthed the Spinosaurus,"A 50-foot-long carnivore who hunted its prey in rivers 97 million years ago, the Spinosaurus is a ""dragon from deep time."" Paleontologist Nizar Ibrahim and his crew found new fossils, hidden in cliffs of the Moroccan Sahara desert, that are helping us learn more about the first swimming dinosaur -- who might also be the largest carnivorous dinosaur of all.",Nizar Ibrahim,2014-11-15,2015-04-24T15:00:32Z,TEDYouth 2014,352,"paleontology,ancient world,dinosaurs,TED Fellows",1135193,
2243,What happens when our computers get smarter than we are?,"Artificial intelligence is getting smarter by leaps and bounds -- within this century, research suggests, a computer AI could be as ""smart"" as a human being. And then, says Nick Bostrom, it will overtake us: ""Machine intelligence is the last invention that humanity will ever need to make."" A philosopher and technologist, Bostrom asks us to think hard about the world we're building right now, driven by thinking machines. Will our smart machines help to preserve humanity and our values -- or will they have values of their own?",Nick Bostrom,2015-03-18,2015-04-27T15:00:17Z,TED2015,981,"technology,future,philosophy,AI,machine learning",5426896,
24200,Could your brain repair itself?,"Imagine the brain could reboot, updating its damaged cells with new, improved units. That may sound like science fiction — but it's a potential reality scientists are investigating right now. Ralitsa Petrova details the science behind neurogenesis and explains how we might harness it to reverse diseases like Alzheimer's and Parkinson's. [Directed by Outis, narrated by Addison Anderson]. ",Ralitsa Petrova,2015-04-27,2020-08-11T20:28:13Z,TED-Ed,225,"science,education,disease,brain,illness,neuroscience,neurology,TED-Ed,animation",1303118,
2244,How to control someone else's arm with your brain,"Greg Gage is on a mission to make brain science accessible to all. In this fun, kind of creepy demo, the neuroscientist and TED Senior Fellow uses a simple, inexpensive DIY kit to take away the free will of an audience member. It's not a parlor trick; it actually works. You have to see it to believe it.",Greg Gage,2015-03-18,2015-04-28T15:12:47Z,TED2015,342,"science,technology,biotech,biology,demo,brain,TED Fellows,neuroscience,human body",13211228,
2236,Why we laugh,"Did you know that you're 30 times more likely to laugh if you're with somebody else than if you're alone? Cognitive neuroscientist Sophie Scott shares this and other surprising facts about laughter in this fast-paced, action-packed and, yes, hilarious dash through the science of cracking up.",Sophie Scott,2015-03-20,2015-04-30T15:00:30Z,TED2015,1015,"science,animals,cognitive science,evolution,psychology,communication,brain,sociology,humor,neuroscience,human body",4619714,
2247,How we're priming some kids for college — and others for prison,"In the United States, two institutions guide teenagers on the journey to adulthood: college and prison. Sociologist Alice Goffman spent six years in a troubled Philadelphia neighborhood and saw first-hand how teenagers of African-American and Latino backgrounds are funneled down the path to prison — sometimes starting with relatively minor infractions. In an impassioned talk she asks, ""Why are we offering only handcuffs and jail time?""",Alice Goffman,2015-03-19,2015-05-01T14:45:26Z,TED2015,954,"culture,race,violence,crime,prison,justice system,equality",2281128,
2241,The case for engineering our food,"Pamela Ronald studies the genes that make plants more resistant to disease and stress. In an eye-opening talk, she describes her decade-long quest to isolate a gene that allows rice to survive prolonged flooding. She shows how the genetic improvement of seeds saved the Hawaiian papaya crop in the 1990s — and makes the case that modern genetics is sometimes the most effective method to advance sustainable agriculture and enhance food security for our planet’s growing population.",Pamela Ronald,2015-03-18,2015-05-04T13:59:57Z,TED2015,1059,"global issues,sustainability,food,agriculture",2151124,
24203,What causes economic bubbles?,"During the 1600's, the exotic tulip became a nationwide sensation; some single bulbs even sold for ten times the yearly salary of a skilled craftsman. Suddenly, though, the demand completely plummeted, leaving the tulip market in a depression. What happened? Prateek Singh explains the peak of a business cycle, commonly referred to as a mania. [Directed by Simon Ampel, narrated by Addison Anderson].",Prateek Singh,2015-05-04,2020-06-08T17:34:36Z,TED-Ed,241,"business,economics,education,psychology,history,sociology,money,government,TED-Ed,animation",1177771,
2203,What can save the rainforest? Your used cell phone,"The sounds of the rainforest include: the chirps of birds, the buzz of cicadas, the banter of gibbons. But in the background is the almost-always present sound of a chainsaw, from illegal loggers. Engineer Topher White shares a simple, scalable way to stop this brutal deforestation — that starts with your old cell phone.",Topher White,2014-09-24,2015-03-03T15:46:32Z,TEDxCERN,560,"climate change,environment,science,technology,innovation,trees,TEDx",1503644,
2209,A love poem for lonely prime numbers,"Performance poet (and math student) Harry Baker spins a love poem about his favorite kind of numbers -- the lonely, love-lorn prime. Stay on for two more lively, inspiring poems from this charming performer.",Harry Baker,2014-02-11,2015-03-04T16:10:25Z,TEDxExeter,828,"performance,love,poetry,spoken word,literature,humor,math,TEDx,emotions",1771263,
